0.0	0.0	0.0024979173609870897	0.009966711079379187	0.02233175543719701	0.03946950299855745	0.06120871905481362	0.08733219254516084	0.11757890635775575	0.1516466453264173	0.1891950158646678
0.1	0.02233175543719701	0.03946950299855745	0.06120871905481362	0.08733219254516089	0.11757890635775581	0.1516466453264173	0.1891950158646678	0.22984884706593012	0.27320193928721137	0.3188211227616633
0.2	0.08733219254516089	0.11757890635775581	0.1516466453264173	0.1891950158646678	0.22984884706593012	0.27320193928721137	0.3188211227616633	0.3662505856877063	0.4150164285498796	0.46463139916614854
0.3	0.18919501586466775	0.22984884706593012	0.27320193928721126	0.3188211227616632	0.3662505856877062	0.41501642854987947	0.46463139916614854	0.5145997611506443	0.5644222471477623	0.6136010473465434
0.4	0.3188211227616633	0.3662505856877064	0.4150164285498796	0.46463139916614865	0.5145997611506444	0.5644222471477625	0.6136010473465436	0.6616447834317518	0.7080734182735712	0.7524230522999288
0.5	0.46463139916614854	0.5145997611506444	0.5644222471477623	0.6136010473465435	0.6616447834317517	0.7080734182735712	0.7524230522999288	0.7942505586276729	0.833138010639912	0.8686968577706227
0.6	0.6136010473465434	0.6616447834317517	0.7080734182735711	0.7524230522999286	0.7942505586276727	0.833138010639912	0.8686968577706227	0.9005718077734668	0.9284443766844735	0.9520360710085305
0.7	0.7524230522999286	0.7942505586276727	0.833138010639912	0.8686968577706226	0.9005718077734668	0.9284443766844735	0.9520360710085305	0.971111170334329	0.9854790825747952	0.9949962483002227
0.8	0.8686968577706229	0.900571807773467	0.9284443766844738	0.9520360710085306	0.9711111703343291	0.9854790825747953	0.9949962483002228	0.9995675751366397	0.9991473878973766	0.9937398849544324
0.9	0.9520360710085306	0.9711111703343291	0.9854790825747953	0.9949962483002227	0.9995675751366397	0.9991473878973766	0.9937398849544324	0.9833990962897304	0.9682283436453982	0.9483792081670734
1.0 0.9949962483002227 0.9995675751366397 0.9991473878973766 0.9937398849544324 0.9833990962897305 0.9682283436453982 0.9483792081670734 0.9240500158552041 0.8954838559572085 0.8629661521000701
